[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-09-25 17:08:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-09-25 17:08:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116\
[2024-09-25 17:08:37] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/skallar/
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt?simply_static_page=428
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt?simply_static_page=428
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 472 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7c4058-VfmqJn.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:dc6bb04e480e029cf2b2888e0f35c8d62510a48d===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7c804d-2p8BJ0.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js?simply_static_page=429
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js?simply_static_page=429
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 106914 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7c804d-2p8BJ0.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:4f0010196cae2d2ea62b8b2e80cc34a4b654d004===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7ce9c7-IrTUkk.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js?simply_static_page=430
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js?simply_static_page=430
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7ce9c7-IrTUkk.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7d1d95-iH44xx.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php?simply_static_page=431
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php?simply_static_page=431
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7d1d95-iH44xx.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7d7724-rPJTQK.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.js?simply_static_page=432
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.js?simply_static_page=432
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 1845 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7d7724-rPJTQK.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:7d309ea679e60c54a815241c0e5d8231ae2f90f4===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7de456-yR4CfK.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt?simply_static_page=433
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt?simply_static_page=433
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7de456-yR4CfK.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:e14ed91a22f13176ff0aa5a4a796091bf326ba56===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7e27bc-Ety5se.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js?simply_static_page=434
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js?simply_static_page=434
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 1590 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7e27bc-Ety5se.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:67fa2f4144c7c68b8e47cdb9dba7b49adca57897===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7e94ca-m8xvQs.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js?simply_static_page=435
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js?simply_static_page=435
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7e94ca-m8xvQs.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7ec797-HYDYWB.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php?simply_static_page=436
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php?simply_static_page=436
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7ec797-HYDYWB.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:55] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-09-25 17:08:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 608
[2024-09-25 17:08:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a7f013a-uMjUoL.tmp
[2024-09-25 17:08:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.js?simply_static_page=437
[2024-09-25 17:08:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.js?simply_static_page=437
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 59778 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a7f013a-uMjUoL.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:5b28da62c999e29174b4bd2374a4828dd85b46cb===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a8086f8-DxT5Vk.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt?simply_static_page=438
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt?simply_static_page=438
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 7417 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a8086f8-DxT5Vk.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:e4289b8ee26f03f881996ede023704bec611e7d6===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a80ce9b-oAXrp5.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.min.js?simply_static_page=439
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.min.js?simply_static_page=439
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 34859 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a80ce9b-oAXrp5.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:7d9c65e07cc8e8694dec2a39adc5ab2f19cb97ef===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a818340-aW0Yoj.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt?simply_static_page=440
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt?simply_static_page=440
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 249 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a818340-aW0Yoj.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:57b7b2d716676aa5266ccdc1abd15b99bc557b74===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a81b70f-zGTl35.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js?simply_static_page=441
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js?simply_static_page=441
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a81b70f-zGTl35.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
